date,state,usage,tavg,tmin,tmax,prcp
2019-03-10,Delhi,128.0,19.6,10.8,27.0,0.0
2019-03-10,Karnataka,186.2,28.0,22.8,34.0,0.0
2019-03-10,Maharashtra,439.3,28.0,19.4,32.4,0.0
2019-03-10,Rajasthan,221.0,28.0,22.8,34.0,0.0
2019-03-10,Tamil Nadu,312.0,30.1,25.3,34.0,0.0
2019-03-10,Uttar Pradesh,429.1,22.4,15.1,30.9,0.0
2019-03-11,Delhi,132.7,22.8,12.4,28.0,0.0
2019-03-11,Karnataka,191.8,27.8,23.1,34.1,0.0
2019-03-11,Maharashtra,449.4,26.7,20.6,30.0,0.0
2019-03-11,Rajasthan,217.3,27.8,23.1,34.1,0.0
2019-03-11,Tamil Nadu,310.8,29.6,25.0,34.0,0.0
2019-03-11,Uttar Pradesh,430.6,22.9,14.8,30.7,0.0
2019-03-12,Delhi,132.6,22.1,12.8,28.4,0.0
2019-03-12,Karnataka,192.7,27.3,21.5,34.6,0.0
2019-03-12,Maharashtra,431.4,26.1,23.2,30.0,0.0
2019-03-12,Rajasthan,212.7,27.3,21.5,34.6,0.0
2019-03-12,Tamil Nadu,307.0,29.7,23.7,35.0,0.0
2019-03-12,Uttar Pradesh,431.3,24.3,16.5,32.3,0.0
2019-03-13,Delhi,129.7,19.7,15.6,27.4,0.0
2019-03-13,Karnataka,184.8,26.6,19.7,34.0,0.0
2019-03-13,Maharashtra,402.8,25.8,20.0,30.4,0.0
2019-03-13,Rajasthan,214.6,26.6,19.7,34.0,0.0
2019-03-13,Tamil Nadu,303.6,29.0,23.4,35.8,0.0
2019-03-13,Uttar Pradesh,439.7,22.3,18.1,32.8,0.0
2019-03-14,Delhi,113.9,18.6,11.8,25.0,0.0
2019-03-14,Karnataka,172.1,27.2,19.7,33.8,0.0
2019-03-14,Maharashtra,374.7,26.8,19.4,30.0,0.0
2019-03-14,Rajasthan,203.9,27.2,19.7,33.8,0.0
2019-03-14,Tamil Nadu,278.7,29.7,23.3,35.0,0.0
2019-03-14,Uttar Pradesh,409.2,23.8,17.1,33.7,0.0
2019-03-15,Delhi,57.8,20.2,10.4,26.0,0.5
2019-03-15,Karnataka,196.3,27.3,20.2,34.3,0.0
2019-03-15,Maharashtra,404.6,28.2,19.0,36.0,0.0
2019-03-15,Rajasthan,164.0,27.3,20.2,34.3,0.0
2019-03-15,Tamil Nadu,228.7,29.6,22.9,35.5,0.0
2019-03-15,Uttar Pradesh,235.1,22.9,19.1,34.1,0.0
2019-03-16,Delhi,51.2,21.6,12.5,26.0,0.0
2019-03-16,Karnataka,201.7,26.2,19.0,34.1,0.0
2019-03-16,Maharashtra,405.7,27.3,18.2,32.0,0.0
2019-03-16,Rajasthan,165.4,26.2,19.0,34.1,0.0
2019-03-16,Tamil Nadu,230.9,28.8,23.8,35.1,0.0
2019-03-16,Uttar Pradesh,222.1,21.5,14.7,31.4,0.0
2019-03-17,Delhi,58.4,22.1,13.8,28.0,0.0
2019-03-17,Karnataka,206.8,26.6,18.7,33.3,0.0
2019-03-17,Maharashtra,408.1,27.5,19.0,31.4,0.0
2019-03-17,Rajasthan,180.1,26.6,18.7,33.3,0.0
2019-03-17,Tamil Nadu,236.3,29.1,24.3,33.7,0.0
2019-03-17,Uttar Pradesh,249.0,21.0,14.1,31.2,0.0
2019-03-18,Delhi,63.0,21.8,12.0,28.6,0.0
2019-03-18,Karnataka,184.0,26.8,20.4,34.3,0.0
2019-03-18,Maharashtra,408.8,29.2,18.1,34.0,0.0
2019-03-18,Rajasthan,188.8,26.8,20.4,34.3,0.0
2019-03-18,Tamil Nadu,221.8,29.3,24.0,33.2,0.0
2019-03-18,Uttar Pradesh,276.4,21.9,14.1,29.7,0.0
2019-03-19,Delhi,66.1,24.1,12.8,31.0,0.0
2019-03-19,Karnataka,189.7,27.7,21.2,34.2,0.0
2019-03-19,Maharashtra,405.1,27.5,18.5,32.0,0.0
2019-03-19,Rajasthan,190.9,27.7,21.2,34.2,0.0
2019-03-19,Tamil Nadu,228.8,29.4,23.6,34.0,0.0
2019-03-19,Uttar Pradesh,287.7,22.3,14.7,31.1,0.0
2019-03-20,Delhi,69.6,26.9,15.5,34.0,0.0
2019-03-20,Karnataka,189.7,27.7,23.0,35.0,0.0
2019-03-20,Maharashtra,400.2,26.8,19.8,31.0,0.0
2019-03-20,Rajasthan,198.4,27.7,23.0,35.0,0.0
2019-03-20,Tamil Nadu,234.4,29.7,24.3,34.0,0.0
2019-03-20,Uttar Pradesh,268.6,26.0,14.7,33.1,0.0
2019-03-21,Delhi,68.3,25.6,16.6,34.1,0.0
2019-03-21,Karnataka,187.9,27.9,22.7,34.3,0.0
2019-03-21,Maharashtra,409.9,26.5,20.5,30.2,0.0
2019-03-21,Rajasthan,206.6,27.9,22.7,34.3,0.0
2019-03-21,Tamil Nadu,245.3,29.7,24.0,34.6,0.0
2019-03-21,Uttar Pradesh,287.1,26.9,22.1,34.5,0.0
2019-03-22,Delhi,62.5,23.9,15.5,31.6,0.0
2019-03-22,Karnataka,196.3,28.1,21.8,35.0,0.0
2019-03-22,Maharashtra,438.0,27.3,18.4,31.0,0.0
2019-03-22,Rajasthan,216.7,28.1,21.8,35.0,0.0
2019-03-22,Tamil Nadu,269.1,30.2,24.5,35.0,0.0
2019-03-22,Uttar Pradesh,260.8,25.0,20.1,34.6,0.0
2019-03-23,Delhi,63.5,25.0,16.6,30.2,0.0
2019-03-23,Karnataka,182.1,28.8,22.5,35.0,0.0
2019-03-23,Maharashtra,442.3,30.3,21.2,34.0,0.0
2019-03-23,Rajasthan,214.5,28.8,22.5,35.0,0.0
2019-03-23,Tamil Nadu,280.8,30.4,25.2,36.0,0.0
2019-03-23,Uttar Pradesh,258.2,22.7,15.3,33.6,0.0
2019-03-24,Delhi,62.6,25.1,15.4,31.8,0.0
2019-03-24,Karnataka,185.8,28.8,23.7,35.3,0.0
2019-03-24,Maharashtra,441.0,31.6,21.4,36.2,0.0
2019-03-24,Rajasthan,218.6,28.8,23.7,35.3,0.0
2019-03-24,Tamil Nadu,280.3,30.2,25.5,36.0,0.0
2019-03-24,Uttar Pradesh,258.4,24.8,15.5,33.3,0.0
2019-03-25,Delhi,62.4,24.4,17.6,32.1,0.0
2019-03-25,Karnataka,190.8,28.4,22.8,35.5,0.0
2019-03-25,Maharashtra,443.7,33.3,22.0,40.0,0.0
2019-03-25,Rajasthan,213.0,28.4,22.8,35.5,0.0
2019-03-25,Tamil Nadu,265.8,30.0,24.1,35.9,0.0
2019-03-25,Uttar Pradesh,238.2,27.3,18.9,34.1,0.0
2019-03-26,Delhi,63.5,24.2,16.2,30.4,0.0
2019-03-26,Karnataka,195.3,28.3,21.5,35.4,0.0
2019-03-26,Maharashtra,443.7,31.8,23.4,39.0,0.0
2019-03-26,Rajasthan,212.3,28.3,21.5,35.4,0.0
2019-03-26,Tamil Nadu,264.7,30.2,25.0,36.0,0.0
2019-03-26,Uttar Pradesh,236.2,24.4,19.1,35.0,0.0
2019-03-27,Delhi,60.4,25.1,15.0,31.4,0.0
2019-03-27,Karnataka,190.9,27.9,22.6,35.0,0.0
2019-03-27,Maharashtra,445.0,28.9,23.5,33.0,0.0
2019-03-27,Rajasthan,213.3,27.9,22.6,35.0,0.0
2019-03-27,Tamil Nadu,250.0,29.7,23.5,36.1,0.0
2019-03-27,Uttar Pradesh,240.5,24.7,17.9,32.3,0.0
2019-03-28,Delhi,57.2,27.1,16.2,35.0,0.0
2019-03-28,Karnataka,162.3,28.7,21.4,35.4,0.0
2019-03-28,Maharashtra,424.4,28.7,22.6,32.0,0.0
2019-03-28,Rajasthan,210.3,28.7,21.4,35.4,0.0
2019-03-28,Tamil Nadu,211.8,30.5,23.6,38.0,0.0
2019-03-28,Uttar Pradesh,232.6,25.6,17.1,33.7,0.0
2019-03-29,Delhi,61.7,29.4,18.6,36.6,0.0
2019-03-29,Karnataka,252.5,28.7,23.2,36.2,0.0
2019-03-29,Maharashtra,471.3,29.6,23.2,33.0,0.0
2019-03-29,Rajasthan,209.5,28.7,23.2,36.2,0.0
2019-03-29,Tamil Nadu,345.9,30.7,24.4,38.5,0.0
2019-03-29,Uttar Pradesh,291.7,27.5,19.7,35.8,0.0
2019-03-30,Delhi,64.3,31.4,20.2,39.0,0.0
2019-03-30,Karnataka,273.3,28.6,23.4,35.2,0.0
2019-03-30,Maharashtra,484.0,28.6,23.4,31.0,0.0
2019-03-30,Rajasthan,216.3,28.6,23.4,35.2,0.0
2019-03-30,Tamil Nadu,341.9,31.0,24.7,37.0,0.0
2019-03-30,Uttar Pradesh,279.4,30.7,21.1,37.7,0.0
2019-03-31,Delhi,65.9,28.8,21.0,39.2,0.3
2019-03-31,Karnataka,256.3,28.7,22.7,35.3,0.0
2019-03-31,Maharashtra,489.6,28.8,25.4,31.8,0.0
2019-03-31,Rajasthan,215.4,28.7,22.7,35.3,0.0
2019-03-31,Tamil Nadu,350.1,31.8,25.8,38.0,0.0
2019-03-31,Uttar Pradesh,297.6,29.5,25.1,38.8,0.0
2019-04-01,Delhi,66.65,27.7,17.6,34.3,0.0
2019-04-01,Karnataka,255.3,28.7,22.9,35.6,0.0
2019-04-01,Maharashtra,488.65,27.9,21.8,31.6,0.0
2019-04-01,Rajasthan,215.10000000000002,28.7,22.9,35.6,0.0
2019-04-01,Tamil Nadu,348.05,31.2,25.4,39.2,0.0
2019-04-01,Uttar Pradesh,303.1,26.3,16.7,37.9,0.0
2019-04-02,Delhi,67.4,27.6,16.2,35.0,0.0
2019-04-02,Karnataka,254.3,28.3,23.6,36.0,0.0
2019-04-02,Maharashtra,487.7,27.9,21.0,31.4,0.0
2019-04-02,Rajasthan,214.8,28.3,23.6,36.0,0.0
2019-04-02,Tamil Nadu,346.0,30.8,26.0,38.1,0.0
2019-04-02,Uttar Pradesh,308.6,26.8,18.9,35.7,0.0
2019-04-03,Delhi,71.8,29.2,17.6,36.0,0.0
2019-04-03,Karnataka,255.8,29.0,21.6,34.8,0.0
2019-04-03,Maharashtra,483.3,29.2,23.4,34.2,0.0
2019-04-03,Rajasthan,222.9,29.0,21.6,34.8,0.0
2019-04-03,Tamil Nadu,351.1,30.8,25.3,36.1,0.0
2019-04-03,Uttar Pradesh,317.9,27.6,17.1,36.5,0.0
2019-04-04,Delhi,73.9,30.1,18.7,38.0,0.0
2019-04-04,Karnataka,253.5,28.4,23.0,36.2,0.0
2019-04-04,Maharashtra,484.0,28.9,23.2,32.2,0.0
2019-04-04,Rajasthan,220.4,28.4,23.0,36.2,0.0
2019-04-04,Tamil Nadu,349.3,30.9,25.2,36.0,0.0
2019-04-04,Uttar Pradesh,320.0,29.0,19.9,37.3,0.0
2019-04-05,Delhi,69.1,28.7,20.0,39.0,0.0
2019-04-05,Karnataka,232.7,27.7,23.0,35.2,0.0
2019-04-05,Maharashtra,462.0,29.5,24.6,32.6,0.0
2019-04-05,Rajasthan,217.5,27.7,23.0,35.2,0.0
2019-04-05,Tamil Nadu,327.0,30.9,25.4,36.3,0.0
2019-04-05,Uttar Pradesh,292.2,29.7,22.5,38.4,0.0
2019-04-06,Delhi,61.4,33.6,22.4,39.3,0.0
2019-04-06,Karnataka,235.1,28.7,23.4,35.4,0.0
2019-04-06,Maharashtra,439.4,29.3,23.5,32.4,0.0
2019-04-06,Rajasthan,232.4,28.7,23.4,35.4,0.0
2019-04-06,Tamil Nadu,318.5,31.3,25.7,38.0,0.0
2019-04-06,Uttar Pradesh,261.4,30.0,24.1,37.8,0.0
2019-04-07,Delhi,64.1,30.8,24.0,37.8,6.1
2019-04-07,Karnataka,234.5,29.5,24.0,35.4,0.0
2019-04-07,Maharashtra,433.9,29.2,23.0,33.0,0.0
2019-04-07,Rajasthan,228.8,29.5,24.0,35.4,0.0
2019-04-07,Tamil Nadu,327.6,31.3,25.2,37.2,0.0
2019-04-07,Uttar Pradesh,259.6,26.2,20.9,38.0,0.0
2019-04-08,Delhi,66.1,29.4,20.2,36.0,0.0
2019-04-08,Karnataka,237.7,28.4,24.0,36.4,0.0
2019-04-08,Maharashtra,432.9,29.6,23.1,33.0,0.0
2019-04-08,Rajasthan,222.5,28.4,24.0,36.4,0.0
2019-04-08,Tamil Nadu,332.8,31.6,26.6,37.0,0.0
2019-04-08,Uttar Pradesh,241.9,27.7,22.1,34.5,0.5
2019-04-09,Delhi,66.1,30.2,20.4,36.6,0.0
2019-04-09,Karnataka,246.3,28.2,22.8,35.6,7.6
2019-04-09,Maharashtra,432.9,29.3,23.4,33.4,0.0
2019-04-09,Rajasthan,222.5,28.2,22.8,35.6,7.6
2019-04-09,Tamil Nadu,335.5,31.8,27.4,37.0,0.0
2019-04-09,Uttar Pradesh,241.9,30.7,22.8,37.1,0.0
2019-04-10,Delhi,65.4,32.1,20.0,39.0,0.0
2019-04-10,Karnataka,251.6,29.3,22.8,35.4,1.0
2019-04-10,Maharashtra,420.9,29.1,23.6,32.4,0.0
2019-04-10,Rajasthan,231.3,29.3,22.8,35.4,1.0
2019-04-10,Tamil Nadu,340.9,31.5,26.7,35.6,0.0
2019-04-10,Uttar Pradesh,268.0,29.0,22.9,38.7,0.0
2019-04-11,Delhi,63.0,32.6,23.0,39.0,0.0
2019-04-11,Karnataka,247.3,29.2,24.2,36.0,0.0
2019-04-11,Maharashtra,431.1,29.3,23.6,32.8,0.0
2019-04-11,Rajasthan,223.6,29.2,24.2,36.0,0.0
2019-04-11,Tamil Nadu,334.6,31.8,26.2,38.0,0.0
2019-04-11,Uttar Pradesh,258.0,30.5,23.5,37.7,0.0
2019-04-12,Delhi,60.2,30.6,23.2,38.7,0.5
2019-04-12,Karnataka,222.6,30.0,23.6,35.9,0.0
2019-04-12,Maharashtra,419.7,29.4,24.2,33.0,0.0
2019-04-12,Rajasthan,212.0,30.0,23.6,35.9,0.0
2019-04-12,Tamil Nadu,312.9,31.8,26.8,37.2,0.0
2019-04-12,Uttar Pradesh,230.0,32.0,24.5,39.3,0.0
2019-04-13,Delhi,123.2,31.4,21.6,38.0,0.3
2019-04-13,Karnataka,191.5,29.4,24.6,36.6,0.0
2019-04-13,Maharashtra,436.2,31.2,23.0,36.0,0.0
2019-04-13,Rajasthan,240.6,29.4,24.6,36.6,0.0
2019-04-13,Tamil Nadu,329.9,31.7,26.5,37.1,0.0
2019-04-13,Uttar Pradesh,383.0,32.5,24.0,40.1,0.0
2019-04-14,Delhi,126.1,32.2,21.8,38.0,0.0
2019-04-14,Karnataka,199.2,29.5,24.2,36.0,0.0
2019-04-14,Maharashtra,451.0,30.6,24.0,33.6,0.0
2019-04-14,Rajasthan,242.9,29.5,24.2,36.0,0.0
2019-04-14,Tamil Nadu,347.7,31.3,25.8,37.4,0.0
2019-04-14,Uttar Pradesh,407.9,33.3,24.1,40.6,0.0
2019-04-15,Delhi,135.1,33.6,25.5,40.0,0.0
2019-04-15,Karnataka,198.1,29.1,24.0,36.2,0.0
2019-04-15,Maharashtra,458.8,30.2,24.6,33.0,0.0
2019-04-15,Rajasthan,248.5,29.1,24.0,36.2,0.0
2019-04-15,Tamil Nadu,330.3,31.3,25.4,37.0,0.0
2019-04-15,Uttar Pradesh,416.9,32.9,28.1,41.6,0.0
2019-04-16,Delhi,135.2,26.0,20.5,40.0,1.0
2019-04-16,Karnataka,198.2,29.7,23.6,36.2,0.0
2019-04-16,Maharashtra,448.7,29.9,25.8,33.6,0.0
2019-04-16,Rajasthan,249.5,29.7,23.6,36.2,0.0
2019-04-16,Tamil Nadu,334.0,31.3,25.3,37.1,0.0
2019-04-16,Uttar Pradesh,435.1,27.0,24.1,42.1,0.0
2019-04-17,Delhi,133.5,24.3,19.0,30.7,1.0
2019-04-17,Karnataka,195.2,26.3,23.9,36.4,0.0
2019-04-17,Maharashtra,407.6,29.3,25.0,33.0,0.0
2019-04-17,Rajasthan,254.7,26.3,23.9,36.4,0.0
2019-04-17,Tamil Nadu,337.3,32.7,26.7,38.0,0.0
2019-04-17,Uttar Pradesh,446.8,23.4,19.5,31.6,0.5
2019-04-18,Delhi,136.7,25.8,17.1,31.0,0.5
2019-04-18,Karnataka,191.8,27.2,21.6,36.0,16.8
2019-04-18,Maharashtra,388.5,29.2,23.1,33.0,0.0
2019-04-18,Rajasthan,255.7,27.2,21.6,36.0,16.8
2019-04-18,Tamil Nadu,339.7,31.8,27.5,38.2,0.0
2019-04-18,Uttar Pradesh,452.6,26.3,19.8,32.3,0.0
2019-04-19,Delhi,136.0,27.5,18.2,32.0,0.0
2019-04-19,Karnataka,170.3,27.6,21.4,35.6,20.8
2019-04-19,Maharashtra,371.1,30.6,23.5,34.6,0.0
2019-04-19,Rajasthan,246.4,27.6,21.4,35.6,20.8
2019-04-19,Tamil Nadu,319.5,32.4,27.3,36.0,0.0
2019-04-19,Uttar Pradesh,445.1,27.5,20.1,34.1,0.0
2019-04-20,Delhi,63.9,29.2,19.8,35.0,0.0
2019-04-20,Karnataka,242.7,26.8,22.4,33.2,0.3
2019-04-20,Maharashtra,495.9,29.5,23.2,32.6,0.0
2019-04-20,Rajasthan,242.6,26.8,22.4,33.2,0.3
2019-04-20,Tamil Nadu,311.6,32.6,28.2,36.7,0.0
2019-04-20,Uttar Pradesh,259.9,28.5,20.7,35.1,0.0
2019-04-21,Delhi,63.6,31.1,20.6,37.2,0.0
2019-04-21,Karnataka,250.1,27.4,21.6,34.2,0.0
2019-04-21,Maharashtra,494.2,29.1,25.0,32.4,0.0
2019-04-21,Rajasthan,244.8,27.4,21.6,34.2,0.0
2019-04-21,Tamil Nadu,323.8,32.9,28.6,38.0,0.0
2019-04-21,Uttar Pradesh,250.0,29.7,21.1,37.7,0.0
2019-04-22,Delhi,63.8,32.2,22.0,38.0,0.0
2019-04-22,Karnataka,249.6,27.7,23.6,34.2,0.0
2019-04-22,Maharashtra,491.4,29.7,22.8,33.8,0.0
2019-04-22,Rajasthan,245.1,27.7,23.6,34.2,0.0
2019-04-22,Tamil Nadu,325.6,31.4,27.8,37.4,0.0
2019-04-22,Uttar Pradesh,257.7,31.1,22.1,38.3,0.0
2019-04-23,Delhi,62.5,33.8,22.2,40.0,0.0
2019-04-23,Karnataka,252.0,27.9,23.2,35.0,0.0
2019-04-23,Maharashtra,493.4,30.0,25.6,34.2,0.0
2019-04-23,Rajasthan,245.7,27.9,23.2,35.0,0.0
2019-04-23,Tamil Nadu,328.3,31.7,26.3,36.2,0.0
2019-04-23,Uttar Pradesh,250.6,30.6,25.1,39.6,0.0
2019-04-24,Delhi,63.8,34.1,26.6,41.4,0.0
2019-04-24,Karnataka,253.3,28.8,23.0,34.2,0.3
2019-04-24,Maharashtra,492.9,30.2,25.6,33.4,0.0
2019-04-24,Rajasthan,246.2,28.8,23.0,34.2,0.3
2019-04-24,Tamil Nadu,329.1,31.9,27.0,36.1,0.0
2019-04-24,Uttar Pradesh,274.9,31.7,27.1,38.3,0.0
2019-04-25,Delhi,60.3,33.8,28.0,42.0,0.0
2019-04-25,Karnataka,248.0,28.8,22.8,34.3,0.0
2019-04-25,Maharashtra,484.8,30.9,25.2,34.4,0.0
2019-04-25,Rajasthan,236.0,28.8,22.8,34.3,0.0
2019-04-25,Tamil Nadu,326.4,31.6,28.0,36.1,0.0
2019-04-25,Uttar Pradesh,247.3,33.5,27.7,41.3,0.0
2019-04-26,Delhi,57.9,34.3,24.2,42.1,0.0
2019-04-26,Karnataka,224.3,29.6,23.5,35.6,0.0
2019-04-26,Maharashtra,456.8,31.5,25.2,34.0,0.0
2019-04-26,Rajasthan,230.1,29.6,23.5,35.6,0.0
2019-04-26,Tamil Nadu,302.8,32.2,26.4,37.0,0.0
2019-04-26,Uttar Pradesh,215.8,34.5,26.8,41.9,0.0
2019-04-27,Delhi,74.2,33.7,26.7,41.0,0.0
2019-04-27,Karnataka,203.7,30.4,24.4,36.6,0.0
2019-04-27,Maharashtra,447.6,32.1,25.5,36.0,0.0
2019-04-27,Rajasthan,232.5,30.4,24.4,36.6,0.0
2019-04-27,Tamil Nadu,277.7,32.3,27.0,37.6,0.0
2019-04-27,Uttar Pradesh,280.7,34.0,26.1,42.4,0.0
2019-04-28,Delhi,76.9,34.8,25.4,41.0,0.0
2019-04-28,Karnataka,209.0,28.3,24.9,37.0,0.0
2019-04-28,Maharashtra,456.7,31.8,28.1,35.2,0.0
2019-04-28,Rajasthan,232.8,28.3,24.9,37.0,0.0
2019-04-28,Tamil Nadu,285.9,32.2,27.0,37.0,0.0
2019-04-28,Uttar Pradesh,276.6,33.2,25.3,42.5,0.0
2019-04-29,Delhi,76.9,34.8,23.4,42.0,0.0
2019-04-29,Karnataka,204.1,28.2,24.0,32.0,0.0
2019-04-29,Maharashtra,447.8,30.3,28.6,34.8,0.0
2019-04-29,Rajasthan,235.6,28.2,24.0,32.0,0.0
2019-04-29,Tamil Nadu,261.1,32.3,28.2,36.8,0.0
2019-04-29,Uttar Pradesh,277.3,33.7,26.1,42.9,0.0
2019-04-30,Delhi,79.2,34.4,24.0,43.2,0.0
2019-04-30,Karnataka,207.2,24.2,19.9,35.0,35.1
2019-04-30,Maharashtra,427.8,29.9,25.4,33.6,0.0
2019-04-30,Rajasthan,232.7,24.2,19.9,35.0,35.1
2019-04-30,Tamil Nadu,272.4,33.1,28.2,40.0,0.0
2019-04-30,Uttar Pradesh,293.2,34.5,24.9,44.5,0.0
2019-05-01,Delhi,80.6,34.4,24.4,43.7,0.0
2019-05-01,Karnataka,209.39999999999998,26.3,20.9,28.9,0.0
2019-05-01,Maharashtra,428.15,29.5,25.7,32.4,0.0
2019-05-01,Rajasthan,233.85,26.3,20.9,28.9,0.0
2019-05-01,Tamil Nadu,271.9,32.7,30.0,37.0,0.0
2019-05-01,Uttar Pradesh,299.0,34.3,26.5,44.7,0.0
2019-05-02,Delhi,82.0,33.5,25.8,41.3,0.0
2019-05-02,Karnataka,211.6,27.0,22.0,30.0,0.0
2019-05-02,Maharashtra,428.5,29.6,24.9,33.0,0.0
2019-05-02,Rajasthan,235.0,27.0,22.0,30.0,0.0
2019-05-02,Tamil Nadu,271.4,34.7,28.2,42.0,0.0
2019-05-02,Uttar Pradesh,304.8,34.5,28.8,42.1,0.0
2019-05-03,Delhi,80.4,32.6,24.0,41.0,0.0
2019-05-03,Karnataka,208.1,27.1,21.4,33.4,0.0
2019-05-03,Maharashtra,425.5,29.3,24.2,32.8,0.0
2019-05-03,Rajasthan,234.6,27.1,21.4,33.4,0.0
2019-05-03,Tamil Nadu,276.3,34.7,28.5,42.0,0.0
2019-05-03,Uttar Pradesh,297.0,31.4,27.1,43.1,0.0
2019-05-04,Delhi,78.0,32.1,22.4,39.5,4.1
2019-05-04,Karnataka,193.3,27.3,22.0,33.6,0.0
2019-05-04,Maharashtra,415.3,29.9,27.2,33.2,0.0
2019-05-04,Rajasthan,231.0,27.3,22.0,33.6,0.0
2019-05-04,Tamil Nadu,259.2,34.0,28.1,42.2,0.0
2019-05-04,Uttar Pradesh,308.0,30.8,26.1,38.1,0.0
2019-05-05,Delhi,98.5,32.6,19.8,39.2,0.0
2019-05-05,Karnataka,177.3,28.6,22.4,35.9,0.0
2019-05-05,Maharashtra,409.6,29.9,25.8,33.4,0.0
2019-05-05,Rajasthan,225.8,28.6,22.4,35.9,0.0
2019-05-05,Tamil Nadu,280.4,33.8,28.3,38.0,0.0
2019-05-05,Uttar Pradesh,326.9,32.2,23.1,39.9,0.0
2019-05-06,Delhi,99.3,33.8,22.4,41.0,0.0
2019-05-06,Karnataka,158.3,28.8,24.0,35.6,0.0
2019-05-06,Maharashtra,403.0,29.7,25.8,32.2,0.0
2019-05-06,Rajasthan,228.5,28.8,24.0,35.6,0.0
2019-05-06,Tamil Nadu,282.4,33.9,28.4,41.0,0.0
2019-05-06,Uttar Pradesh,328.4,32.9,25.1,42.3,0.0
2019-05-07,Delhi,102.4,33.5,21.8,41.2,0.0
2019-05-07,Karnataka,159.2,25.5,21.9,36.2,0.0
2019-05-07,Maharashtra,391.5,29.8,25.0,32.8,0.0
2019-05-07,Rajasthan,225.0,25.5,21.9,36.2,0.0
2019-05-07,Tamil Nadu,282.3,34.0,28.2,41.0,0.0
2019-05-07,Uttar Pradesh,335.1,34.3,24.1,42.9,0.0
2019-05-08,Delhi,102.6,35.3,23.6,41.6,0.0
2019-05-08,Karnataka,154.8,26.7,20.6,33.6,15.0
2019-05-08,Maharashtra,385.4,29.8,27.4,33.0,0.0
2019-05-08,Rajasthan,226.6,26.7,20.6,33.6,15.0
2019-05-08,Tamil Nadu,280.9,33.6,30.6,42.0,0.0
2019-05-08,Uttar Pradesh,301.8,35.0,26.3,43.3,0.0
2019-05-09,Delhi,100.9,36.1,26.4,42.0,0.0
2019-05-09,Karnataka,164.7,27.9,20.8,33.1,0.0
2019-05-09,Maharashtra,379.7,29.9,24.8,32.8,0.0
2019-05-09,Rajasthan,222.0,27.9,20.8,33.1,0.0
2019-05-09,Tamil Nadu,293.5,34.3,26.9,42.0,0.0
2019-05-09,Uttar Pradesh,276.3,35.0,29.1,43.8,0.0
2019-05-10,Delhi,94.6,35.4,29.4,41.8,0.0
2019-05-10,Karnataka,163.0,29.4,23.2,35.8,0.0
2019-05-10,Maharashtra,385.6,30.1,25.7,33.0,0.0
2019-05-10,Rajasthan,210.8,29.4,23.2,35.8,0.0
2019-05-10,Tamil Nadu,291.6,33.7,28.2,41.6,0.0
2019-05-10,Uttar Pradesh,261.3,34.1,29.1,43.5,0.0
2019-05-11,Delhi,84.7,33.9,24.4,41.2,0.0
2019-05-11,Karnataka,156.0,27.3,24.6,35.7,0.0
2019-05-11,Maharashtra,380.7,29.7,24.8,32.6,0.0
2019-05-11,Rajasthan,197.9,27.3,24.6,35.7,0.0
2019-05-11,Tamil Nadu,274.7,33.3,28.1,40.4,0.0
2019-05-11,Uttar Pradesh,244.4,34.2,27.1,42.2,0.0
2019-05-12,Delhi,116.6,33.4,25.2,38.8,0.0
2019-05-12,Karnataka,171.9,27.8,24.4,35.2,7.9
2019-05-12,Maharashtra,441.2,29.8,24.6,32.6,0.0
2019-05-12,Rajasthan,242.2,27.8,24.4,35.2,7.9
2019-05-12,Tamil Nadu,297.9,32.5,28.0,39.2,0.0
2019-05-12,Uttar Pradesh,422.1,33.3,26.1,42.7,0.0
2019-05-13,Delhi,129.0,33.3,25.4,40.0,0.0
2019-05-13,Karnataka,164.5,26.7,21.7,35.0,0.0
2019-05-13,Maharashtra,451.4,29.8,25.4,33.0,0.0
2019-05-13,Rajasthan,251.4,26.7,21.7,35.0,0.0
2019-05-13,Tamil Nadu,299.0,32.8,27.6,39.0,0.0
2019-05-13,Uttar Pradesh,428.8,32.9,26.1,41.3,0.0
2019-05-14,Delhi,130.4,30.8,20.8,40.2,3.0
2019-05-14,Karnataka,172.9,27.9,21.8,35.0,0.0
2019-05-14,Maharashtra,446.0,29.8,25.2,32.8,0.0
2019-05-14,Rajasthan,256.8,27.9,21.8,35.0,0.0
2019-05-14,Tamil Nadu,312.3,32.8,28.0,39.2,0.0
2019-05-14,Uttar Pradesh,406.8,32.0,26.1,40.8,0.0
2019-05-15,Delhi,115.2,29.4,23.0,35.0,0.0
2019-05-15,Karnataka,163.7,25.6,22.2,34.8,0.0
2019-05-15,Maharashtra,423.8,30.0,25.0,33.0,0.0
2019-05-15,Rajasthan,219.3,25.6,22.2,34.8,0.0
2019-05-15,Tamil Nadu,312.5,33.0,28.6,39.0,0.0
2019-05-15,Uttar Pradesh,372.2,33.0,25.3,39.3,0.0
2019-05-16,Delhi,109.3,30.6,23.4,36.4,2.0
2019-05-16,Karnataka,174.8,27.1,21.3,34.6,0.0
2019-05-16,Maharashtra,400.5,30.1,25.2,33.4,0.0
2019-05-16,Rajasthan,218.3,27.1,21.3,34.6,0.0
